data3
538,5236276
75,92258851
115,8496383
262,1322579
180,4632322
142,0124685
275,2161318
445,8828692
682,5069123
262,430149
342,1923183
303,5018304
261,5854778
305,311215
333,0481014
279,8839089
707,6091951
710,6511385
523,7708298
316,5837637
359,393062
553,4799571
300,3745965
325,2853213
481,7428331
424,6870636
349,1772787
616,3718519
300,2217021
780,0146102
310,4891936
382,3437569
169,7620945
840,365621
670,4239127
477,4750386
509,9751312
325,7174759
779,5645441
173,1678561
486,2092472
171,981981
367,5416921
606,0898578
701,5840064
548,4973536
795,2249471
425,3226908
344,6345223
625,3678742
368,4042587
512,8709927
394,3355886
502,3703787
1034,744676
231,8838328
384,7340958
244,2542505
313,0669895
160,7818887
582,4553943
24,91995759
653,4324472
386,6470734
449,9083738
278,6459562
221,6132838
387,4011608
109,1698717
448,7569329
343,0656818
431,9127926
636,5637126
446,6618872
589,2853068
471,1211484
886,6627208
261,9832193
661,5130766
454,7134459
279,6302373
445,4524909
569,6346029
21,98778885
330,7611453
387,5973133
310,292931
372,8872273
723,0061196
977,9397548
488,1964712
368,9695963
592,7644268
627,6866126
181,4094352
324,5995882
601,0973789
413,4860534
231,0926399
63,82427919
377,4276991
764,9044333
339,0826051
631,2304543
266,4117148
514,5297151
632,3382929
719,5862438
223,9445654
593,9907265
189,8456568
552,3056573
547,9320195
499,2646314
349,9319229
419,0606295
325,3449359
359,2893171
483,395163
285,6821311
815,3590817
298,8901054
453,6167006
464,5429141
402,0604942
252,1361053
141,336652
240,8697588
503,2578021
252,970961
699,8993772
436,1954892
276,4954211
592,8731625
672,0572792
302,7555495
839,6974308
233,7504278
442,3687743
658,9561274
163,6091291
677,4557679
565,9688708
668,33321
410,2667263
368,4637601
447,741452
481,9421562
500,3539639
169,5248088
423,8776725
283,7830848
834,7802373
273,6920755
947,2302898
326,641002
839,0322593
184,1640776
776,7434215
466,3812999
427,2498743
399,8546659
940,2104679
408,9027674
449,4407638
722,634547
99,17794759
601,0127718
466,1206294
411,540154
495,5276937
543,4970317
281,4030971
191,7090431
228,4797596
334,932443
458,5830718
800,5296162
312,3892942
522,8829187
397,9753221
311,0928165
506,2860752
447,6250676
519,1342551
552,0989835
305,3415893
339,4529185
232,250953
606,8993094
204,3202293
614,8338978
232,3059734
348,0823278
512,7115974
270,3034045
438,7011099
277,6277155
161,4034315
600,3933044
246,4533381
150,9089238
376,4706246
593,4176257
218,9067337
358,429834
519,7047081
221,3633952
391,331536
188,2603067
249,9617693
210,1612162
611,7019204
281,7663569
776,6698542
768,6378504
344,530928
416,0479631
527,6645501
393,6975371
86,13177339
807,0924764
202,4229207
399,9311543
511,2411559
485,805841
1277,088437
220,4188955
239,5718468
176,913729
381,9833809
278,471107
150,4753408
666,8872175
695,5284749
331,6227441
174,4958216
99,86116694
83,38107887
510,9043551
1165,169889
428,1760396
401,9071107
323,2421031
465,6865625
312,0427343
306,4342987
413,1119934
441,0065081
133,9405273
134,5612305
400,390238
300,5427421
326,5814354
456,7626296
643,9005315
515,4328718
626,4128645
388,276593
516,5404565
310,5948561
940,2104679
573,2315305
460,9599588
86,90403843
626,4763665
482,0327945
535,4018144
314,1353036
365,6096687
608,8192903
1181,958896
363,6496307
541,505406
224,0585854
590,6813548
535,8548608
245,478053
820,0567697
187,8672029
294,4167332
431,6553484
540,3175086
284,443056
523,1304329
220,457528
355,3490554
491,0502368
227,5461972
291,0289116
345,8183909
345,0044935
571,8608602
559,4103683
569,2163741
727,256327
281,9084281
456,4062735
62,26512898
300,4663172
88,75747831
359,9563037
139,7644771
438,8968887
372,4547997
685,364411
542,8758194
94,18369487
731,9506607
639,2499672
255,9179721
813,296463
707,2204859
200,2692181
756,0603505
487,5327872
677,1266017
568,9706929
406,8772678
257,7338488
375,1855791
166,182651
481,0551207
515,5333913
297,724746
429,8727801
326,4176161
518,2603545
350,4350329
454,9838455
725,0911514
371,4114795
264,8866717
138,0964511
551,7319724
393,3635003
209,2445243
39,55417893
404,4572805
407,4796715
627,9742885
431,7679647
425,0365699
689,537961
277,7391963
424,2901593
350,8493698
452,2538808
311,334156
763,5433174
154,0769648
313,9548228
327,727724
209,4486146
611,7907744
252,4430456
380,093175
549,2000735
425,9272034
159,1274298
372,2460829
137,7804572
975,8311908
450,8450763
742,3439409
490,418116
228,982336
311,5452772
947,2302898
647,3905275
323,9284612
634,6712488
164,8478454
637,6339359
455,0176575
284,6628564
419,4067803
373,3496071
440,2531844
102,14424
369,6095254
455,6775295
332,0237163
325,2704173
151,0633541
202,359328
217,8730156
381,2779604
596,6293396
117,1986401
450,4433893
457,0853075
597,8769516
761,9249448
391,8163775
261,0212452
969,134595
686,3989036
481,7066046
244,4469125
682,67627
117,9529339
590,4122201
462,1106086
179,4862074
424,5282685
232,3426468
784,355425
343,6577314
250,7339665
430,3379183
708,4380583
437,641996
142,2479231
643,2787791
230,8529309
235,3496231
401,2938793
394,5635749
170,8375859
567,4773781
329,8099992
641,4250395
384,2375721
317,768471
128,0374328
314,3458244
588,27048
244,6044473
471,5613699
546,2881958
548,2484559
220,4188955
651,9855317
184,637915
369,7434922
291,4321324
544,4092924
245,8267486
322,1372638
604,4512484
942,9741635
178,4777016
278,900164
817,3545086
607,7117776
230,6499133
250,8196458
511,0628032
403,8266182
346,5138691
515,211848
507,3607717
844,6695517
640,9813186
312,7959676
265,9695962
736,5483614
175,1802083
648,3788337
264,7387566
166,7233794
219,702931
240,2838087
388,2010951
393,0295866
180,3658311
853,0672085
735,0018446
616,917322
567,6727029
346,4990719
291,0909638
538,262104
442,0237359
186,9848332
